"","Security","Date","ROC","RSI","SO_SMA","CCI","Change"
"271","HDFC",2017-09-22,6.7,73.6223045088217,75.3971082477208,59.278,"GAIN"
"272","HDFC",2017-09-25,6.6,70.9452975047985,68.0092909315332,50.214,"GAIN"
"273","HDFC",2017-09-26,6.8,73.6379183972637,63.5964942118634,62.77,"GAIN"
"274","HDFC",2017-09-27,5.4,73.6379183972637,64.1358852630313,55.095,"LOSS"
"275","HDFC",2017-09-28,1.2,64.5043887818454,56.9937901331509,33.245,"LOSS"
"276","HDFC",2017-09-29,0.78,57.2004479283314,43.1729460396595,8.616,"LOSS"
"277","HDFC",2017-10-03,-2,50.419954186816,25.7865509163566,-5.061,"LOSS"
"278","HDFC",2017-10-04,-2.8,48.9377470355731,13.1848560011024,-32.394,"GAIN"
"279","HDFC",2017-10-05,-2.2,39.8953184065135,9.78342749529194,-30.712,"LOSS"
"280","HDFC",2017-10-06,-5,36.2483487450462,6.23917874556374,-63.374,"LOSS"
"281","HDFC",2017-10-09,-6.8,36.411889596603,6.1751618156789,-93.748,"LOSS"
"282","HDFC",2017-10-10,-6.4,25.9351620947631,3.35613056444423,-114.715,"LOSS"
"283","HDFC",2017-10-11,-5.2,13.0283911671925,5.11080212636514,-129.343,"GAIN"
"284","HDFC",2017-10-12,-4.8,20.9568733153638,9.96102258246162,-105.367,"LOSS"
"285","HDFC",2017-10-13,-6,22.2540250447227,11.5954126299049,-106.107,"GAIN"
"286","HDFC",2017-10-16,-5.8,23.8612473721093,13.7982416927432,-81.219,"LOSS"
"287","HDFC",2017-10-17,-4.7,20.5940594059405,8.7955835310677,-89.756,"LOSS"
"288","HDFC",2017-10-18,-5,15.6422864167178,11.0857096076195,-105,"GAIN"
"289","HDFC",2017-10-19,-3.9,26.6508635286149,15.3201709587937,-83.579,"LOSS"
"290","HDFC",2017-10-23,-3.5,27.5656742556917,21.5939298719007,-81.411,"GAIN"
"291","HDFC",2017-10-24,-2.3,38.5662431941924,32.8760519734118,-46.606,"GAIN"
"292","HDFC",2017-10-25,1.2,51.1074197120709,49.0378855944894,-7.446,"GAIN"
"293","HDFC",2017-10-26,2.3,53.0818278427205,71.2626995645864,41.623,"GAIN"
"294","HDFC",2017-10-27,3.6,59.9477958236659,85.7025831450704,84.161,"LOSS"
"295","HDFC",2017-10-30,3.8,59.7571552471813,88.3641513455193,95.922,"LOSS"
